tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
na,KM0048,MOE Kindergarten @ Temasek,KM,MOE Kindergarten,KN,64438134,ong_seow_peng@schools.gov.sg,"501,BEDOK SOUTH AVENUE 3,TEMASEK PRIMARY SCHOOL,469300",469300,https://www.temasekpri.moe.edu.sg/moe-kindergarten/about-us/our-vision-and-mission/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Others,Chinese|Malay|Tamil,No,07:00-19:00,na,na,No,No,Yes,Yes,25/12/2024,na
na,PT8040,The Schoolhouse Gentle Road,PT,Private Operators,CC,86682513,PoompavaiGovindaraju@theschoolhouse.com.sg,"12,GENTLE ROAD,309198",309198,https://theschoolhouse.com.sg/gentle-road/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,25/12/2024,na
na,PT9286,MAPLEBEAR SMART LEARNERS PTE LTD,PT,Private Operators,CC,64816184,SerangoonNorth@Maplebear.sg,"15,SERANGOON NORTH AVENUE 5,#03-00,554360",554360,www.maplebear.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,25/12/2024,na
na,PT9237,MAPLEBEAR PREP SCHOOL PTE LTD,PT,Private Operators,CC,65140046,PRINCIPAL-HILLVIEW@MAPLEBEAR.SG,"63,HILLVIEW AVENUE,#02-08,LAM SOON INDUSTRIAL BUILDING,669569",669569,http://www.maplebear.sg/hillview,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,25/12/2024,na
na,PT9896,Cambridge @ Midwood Pte. Ltd,PT,Private Operators,CC,83227737,sohshermane@gmail.com,"8,HILLVIEW RISE,#01-02,MIDWOOD,667971",667971,https://cambridge.school/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,Yes,25/12/2024,na
na,PT8938,CAMBRIDGE CDC @ DAIRY FARM PTE. LTD.,PT,Private Operators,CC,67668208,CAMBRIDGEDRF@SINGNET.COM.SG,"1,JALAN SUASA,GREEN HILL ESTATE,678493",678493,https://cambridge.school/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,Yes,Yes,No,25/12/2024,na
na,PT8480,CARPE DIEM YOUNG HEARTS PTE. LTD.,PT,Private Operators,CC,93272988,kiahhui@carpediem.com.sg,"355,TAMPINES STREET 33,#01-638,520355",520355,www.carpediem.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,25/12/2024,na
na,PT9637,My Prep School Pte. Ltd.,PT,Private Operators,KN,94501077,ngio.agnes@gmail.com,"9,SIGLAP ROAD,#-MANDARIN GARDENS,448910",448910,www.myprepschool.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Others,Chinese,No,09:00-17:00,na,na,No,Yes,Yes,No,24/12/2024,na
na,PT8980,Lorna Whiston (East Coast),PT,Private Operators,CC,91476440,eastcoast@lornawhiston.com.sg,"89,MARINE PARADE CENTRAL,#02-750,440089",440089,https://www.lornawhiston.com,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,Yes,Yes,No,24/12/2024,na
na,PT9224,RAINBOW COVE @ SENNETT PTE. LTD.,PT,Private Operators,CC,87952945,shelyn.rainbowcove@gmail.com,"21,SENNETT LANE,466912",466912,https://rainbowcove.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,24/12/2024,na
na,PT7140,CM CENTRAL PTE LTD,PT,Private Operators,CC,62504645,info@cm-preschool.com,"161,ANG MO KIO AVE 4,#01-502,560161",560161,cm-preschool.com,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,Yes,Yes,Yes,5/12/2024,na
na,PT9071,KIDDIWINKIE SCHOOLHOUSE @ NOVENA PTE. LTD.,PT,Private Operators,CC,68171394,karthiga.nadarajan@kiddiwinkie.edu.sg,"1,NOVENA TERRACE,307903",307903,www.kiddiwinkie.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,na,No,Yes,Yes,Yes,24/12/2024,na
na,PT7380,BRIGHT KIDS SCHOOL HOUSE PTE LTD,PT,Private Operators,CC,68756330,175principal@brightkids.sg,"175D,PUNGGOL FIELD,#01-531,824175",824175,https://www.brightkids.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,24/12/2024,na
na,PT9904,ARTEMIS PRESKOOL @ WEST COAST,PT,Private Operators,CC,69702118,enquiries.artemispreskool@gmail.com,"801,WEST COAST CRESCENT,#01-08,WEST COAST PARKVIEW,120801",120801,https://artemispreskool.com/contact/,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,No,07:00-19:00,na,na,No,No,Yes,Yes,24/12/2024,na
na,PT9903,ARTEMIS PRESKOOL @ WISTERIA MALL,PT,Private Operators,CC,88363757,wisteria.artemisyishun@gmail.com,"598,YISHUN RING ROAD,#02-01,WISTERIA MALL,768698",768698,https://artemispreskool.com/contact/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,24/12/2024,na
na,PT9782,ARTEMIS PRESKOOL @ TAMPINES,PT,Private Operators,CC,88815933,tampines.artemis@gmail.com,"866A,TAMPINES STREET 83,#02-01,TAMPINES CENTRAL COMMUNITY COMPLEX,521866",521866,https://artemispreskool.com/contact/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,24/12/2024,na
na,PT9761,ARTEMIS PRESKOOL @ WOODLEIGH,PT,Private Operators,CC,69706758,woodleigh.artemis@gmail.com,"115A,ALKAFF CRESCENT,#03-12,341115",341115,https://artemispreskool.com/contact/,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,24/12/2024,na
na,PT9444,HARMONI PRESKOOL @ YISHUN PTE LTD,PT,Private Operators,CC,67197933,adm.greenlandyishun@gmail.com,"676,YISHUN RING ROAD,#01-01,MULTI STOREY CAR PARK,760676",760676,https://www.greenlandchildcare.com/contact/,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,24/12/2024,na
na,PT9391,HARMONI PRESKOOL @ BUANGKOK PTE LTD,PT,Private Operators,CC,88124968,ENQUIRIES.HARMONIPRESKOOL@GMAIL.COM,"278B,COMPASSVALE BOW,#01-561,COMPASSVALE HELM,542278",542278,https://www.greenlandchildcare.com/contact/,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,24/12/2024,na
na,PT9240,GREENLAND CHILDCARE @ FERNVALE PTE LTD,PT,Private Operators,CC,66340801,fernvale.greenlandcc@gmail.com,"472C,FERNVALE STREET,#01-63,FERNVALE RIVERGROVE,793472",793472,https://www.greenlandchildcare.com/contact/,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,24/12/2024,na
na,RC1140,YMCA CHILD DEVELOPMENT CENTRE @ WOODLANDS,RC,Not-for-Profit Organisation,CC,62694125,woodlands@ymcacdc.edu.sg,"171,WOODLANDS STREET 11,#01-55,730171",730171,www.ymcacdc.edu.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,24/12/2024,na
na,NT0370,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"101,RIVERVALE WALK,#01-40,540101",540101,https://www.myfirstskool.com/SKC-lifesg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,24/12/2024,na
na,PT8744,JOSIAH MONTESSORI KINDER-CARE,PT,Private Operators,CC,66341780,info@josiah.com.sg,"1,CHANGI BUSINESS PARK CRESCENT,#01-05,PLAZA 8 @ CBP,486025",486025,www.josiah.com.sg,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,na,na,No,No,Yes,Yes,24/12/2024,na
na,SK0011,Skool4Kidz Preschool,SK,Skool4Kidz Pte Ltd,CC,62575404,YISHUNYOBCC@SKOOL4KIDZ.COM.SG,"512,YISHUN STREET 51,#01-01,MULTI STOREY CAR PARK,760512",760512,https://skool4kidz.com.sg/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,23/12/2024,na
na,PT9609,Mahad Al Nasry @ Sengkang,PT,Private Operators,CC,64896764,alnasry.sengkang@gmail.com,"415,PUNGGOL ROAD,BEAUTY GARDEN,546646",546646,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Halal Food With No Beef (with Certification from MUIS),Malay,No,07:00-19:00,na,na,No,No,Yes,No,20/12/2024,na
na,PT8384,SHAWS CDLC @ MOUNTBATTEN PTE LTD,PT,Private Operators,CC,97816282,yvonne@shaws.com.sg,"855,MOUNTBATTEN ROAD,437839",437839,www.shaws.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,No,Yes,Yes,20/12/2024,na
na,PT7120,CHERIE HEARTS @ CHARLTON PTE LTD,PT,Private Operators,CC,63821369,cherieheartsatcharlton@gmail.com,"19F,CHARLTON LANE,539643",539643,www.cherieheartscharlton.com.sg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,na,No,Yes,Yes,Yes,19/12/2024,na
na,PT8471,PLANET MONTESSORI PTE. LTD.,PT,Private Operators,CC,64418708,huilikang@gmail.com,"22,KEW DRIVE,467960",467960,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,18/12/2024,na
na,PT9804,LITTLE GREENHOUSE @ ALJUNIED PTE. LTD.,PT,Private Operators,CC,85120266,principal.ajn@littlegreenhouse.com.sg,"12,ALJUNIED ROAD,#03-01/02,KH PLAZA @ ALJUNIED,389801",389801,www.littlegreenhouse.com.sg,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Halal Food With No Beef (with Certification from MUIS),Chinese,No,07:00-19:00,na,na,No,No,Yes,No,17/12/2024,na
